ApplicationDate,Age,AnnualIncome,CreditScore,LoanAmount,LoanDuration,EducationLevel,Experience,EmploymentStatus,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
5/16/2019,51,184200,606,26944,60,Bachelor,31,Employed,Single,2,Rent,344,0.323306197,5,0,0.091155804,0,Debt Consolidation,0,27,21,3785,18925,22710,8913,15350,0.916888495,8,13797,0.228944,0.199722449,713.4351603,0.068888284,1,36
5/17/2019,62,34147,561,28233,24,Bachelor,38,Employed,Single,0,Rent,291,0.238455131,4,1,0.410628628,0,Debt Consolidation,0,30,1,929,2791,94893,6588,2845.583333,0.857058146,2,88305,0.222733,0.236557415,1487.863033,0.625131238,0,59
5/18/2019,23,52656,582,12369,48,High School,0,Employed,Married,1,Mortgage,362,0.420974274,2,1,0.175691947,0,Other,0,26,5,9540,948,10488,37160,4388,0.795049033,4,2154,0.216369,0.242972646,405.2874963,0.174860414,0,53
5/19/2019,46,29822,609,20290,72,Doctorate,23,Employed,Widowed,5,Other,502,0.064469431,4,1,0.429020528,0,Home,0,17,10,8987,123,534447,39157,2485.166667,0.630760398,10,495290,0.23079,0.235903023,529.1364139,0.414916403,0,48
5/20/2019,32,73090,532,10206,24,High School,12,Self-Employed,Single,0,Mortgage,556,0.242713151,4,0,0.308620051,0,Education,0,30,6,2334,2608,47421,4639,6090.833333,0.825561534,7,42782,0.219206,0.193829411,516.371197,0.176063133,1,47.2
5/21/2019,34,28500,591,38093,12,Master,11,Employed,Single,4,Rent,321,0.026406397,5,1,0.642748087,0,Education,0,25,8,1111,4652,41809,5950,2375,0.770311113,4,35859,0.207593,0.21361562,3553.596481,1.631409045,0,60
5/22/2019,32,19063,526,21023,36,Master,7,Self-Employed,Married,1,Mortgage,581,0.198692276,4,0,0.105758645,0,Debt Consolidation,0,32,27,2824,720,159461,51159,1588.583333,0.813251474,4,108302,0.243023,0.250195788,836.0885283,0.892045446,0,50
5/23/2019,29,19018,563,61468,84,Bachelor,3,Employed,Widowed,2,Own,410,0.353481695,2,2,0.732411629,0,Auto,0,26,2,960,1328,7022,33347,1584.833333,0.861267139,7,3326,0.304968,0.297212137,1746.044516,1.360423503,0,64
5/24/2019,40,72965,595,72007,48,Master,18,Employed,Married,3,Own,565,0.090077597,5,0,0.054048668,0,Debt Consolidation,0,22,5,209,1221,23432,15591,3276.166667,0.769023602,5,7841,0.269507,0.281385457,2515.310238,0.940217807,0,51
5/25/2019,30,125689,634,21937,60,Associate,11,Employed,Married,3,Rent,480,0.15751074,2,1,0.246517553,1,Debt Consolidation,0,22,2,11657,1393,135283,41735,10474.08333,0.853472094,10,93548,0.209937,0.224471893,611.4668679,0.104206433,0,60
5/26/2019,43,84512,535,35305,12,Master,19,Employed,Single,0,Rent,706,0.311221336,4,1,0.40615796,0,Home,0,23,27,450,4370,228205,6394,7042.666667,0.775248303,4,221811,0.232805,0.220346141,3304.937742,0.569519748,1,40.8
5/27/2019,39,64438,528,69872,24,Bachelor,17,Self-Employed,Married,2,Rent,628,0.119381631,2,1,0.277712595,0,Auto,0,21,18,641,5511,22340,93239,5369.833333,0.782649973,5,5241,0.280872,0.259818419,3763.683874,0.817843609,0,54
5/28/2019,37,45729,585,24907,60,Associate,13,Employed,Married,4,Own,1471,0.377808345,3,0,0.278467626,0,Education,0,28,2,1784,6163,40771,65675,3810.75,0.87663939,8,6976,0.237407,0.20711924,669.7881376,0.561776064,0,57
5/29/2019,29,19553,559,22294,36,High School,6,Employed,Single,1,Mortgage,351,0.494974557,2,0,0.199440797,0,Debt Consolidation,0,30,1,770,903,19511,49921,1629.416667,0.811941914,6,7844,0.227794,0.217096867,848.0733238,0.735891162,0,57
5/30/2019,33,28539,572,26197,48,Bachelor,12,Employed,Single,4,Rent,214,0.308774136,3,1,0.217689754,0,Auto,0,18,20,2056,633,191452,40381,2378.25,0.870449098,4,151071,0.235197,0.241147427,855.7329118,0.449798344,0,50
5/31/2019,49,47130,630,26376,60,Master,26,Employed,Single,0,Rent,778,0.141497628,6,1,0.252369319,0,Auto,0,29,18,3499,514,24128,6835,3927.5,0.886649525,4,17293,0.216376,0.191941333,687.0285365,0.373018087,0,49
6/1/2019,46,35985,558,20048,96,Master,21,Self-Employed,Married,2,Mortgage,230,0.234083217,2,4,0.029253088,0,Debt Consolidation,0,24,8,3134,4157,33938,80978,2998.75,0.659389129,2,2962,0.276048,0.257661144,494.8438261,0.241715323,0,55
6/2/2019,28,30967,516,45849,36,Master,6,Employed,Single,2,Rent,270,0.431525901,4,0,0.600749575,0,Auto,0,24,22,3825,8795,61026,4630,2580.583333,0.664532507,10,56396,0.272849,0.3274188,2015.853062,0.885789284,0,58
6/3/2019,41,24251,549,19614,12,High School,21,Employed,Single,0,Mortgage,370,0.160298712,4,3,0.474099023,0,Home,0,22,4,16295,1035,42199,257118,2020.916667,0.801081247,3,8005,0.210114,0.186624174,1804.400544,1.075947653,0,60
6/4/2019,49,51792,444,10102,72,Associate,30,Employed,Married,0,Mortgage,429,0.067676523,7,1,0.21025964,0,Debt Consolidation,0,21,14,882,1142,32400,7823,4316,0.589677551,2,24577,0.303102,0.255785003,275.7163321,0.163279966,1,40.8
6/5/2019,19,29548,510,20836,24,Bachelor,0,Employed,Married,2,Rent,230,0.271003906,2,0,0.060667926,0,Education,0,16,29,1711,1895,203981,8464,2462.333333,0.74669656,4,195517,0.240836,0.258876825,1121.350504,0.548808923,0,48
6/6/2019,46,127245,586,13962,24,Bachelor,24,Employed,Married,0,Mortgage,522,0.3235171,2,1,0.104831431,0,Debt Consolidation,0,15,23,20231,711,58314,20610,10603.75,0.962491124,9,37704,0.195962,0.194733222,707.0200499,0.115904284,1,38.4
6/7/2019,32,84197,590,11266,24,Associate,8,Employed,Single,2,Own,628,0.516220809,4,0,0.097557753,0,Education,0,18,12,538,383,113077,17564,7016.416667,0.941629141,4,95513,0.191266,0.186484945,565.9813386,0.170169674,1,38.4
6/8/2019,46,79036,609,21585,108,Bachelor,26,Employed,Married,3,Rent,442,0.31640398,5,0,0.089958079,0,Debt Consolidation,1,18,29,3140,1542,102330,53893,6586.333333,0.943994495,3,48437,0.262085,0.233975576,480.5713053,0.140073582,0,53
6/9/2019,30,56699,524,19173,36,Bachelor,4,Employed,Married,1,Rent,370,0.388969595,4,2,0.23316625,0,Home,0,24,3,6949,2930,68027,17358,4724.916667,0.695345607,8,50669,0.242173,0.208109784,720.4846465,0.230794472,0,53
6/10/2019,18,15844,558,12215,48,Bachelor,0,Employed,Married,0,Other,366,0.367816462,3,0,0.275212241,0,Auto,0,34,15,1021,1293,87797,9416,1320.333333,0.960805031,6,78381,0.228215,0.25602397,409.1291585,0.587070809,0,52
6/11/2019,20,183937,527,12758,24,Bachelor,0,Employed,Divorced,1,Mortgage,352,0.302184532,3,2,0.367366712,0,Debt Consolidation,0,22,23,796,954,126447,83976,15328.08333,0.837157692,3,42471,0.224258,0.218729544,661.0613484,0.066091848,1,41.6
6/12/2019,40,42120,547,16251,72,Bachelor,14,Employed,Single,4,Mortgage,360,0.436029272,1,0,0.281943886,0,Debt Consolidation,0,24,26,2718,3163,235648,7572,3510,0.979390707,12,228076,0.257751,0.247539199,435.3053752,0.226582728,1,40
6/13/2019,43,78910,580,8723,48,High School,20,Unemployed,Single,0,Rent,241,0.289571424,4,1,0.294661591,0,Auto,0,17,4,2095,120,392577,69909,6575.833333,0.845418199,6,322668,0.213723,0.245236621,286.9169967,0.080281383,0,52
6/14/2019,29,95344,527,28097,84,Master,10,Employed,Married,3,Rent,378,0.102881821,6,0,0.591343631,0,Auto,0,23,14,1494,505,45262,33833,7945.333333,0.927501833,4,11429,0.289597,0.305547876,813.8858033,0.150010799,0,56
6/15/2019,47,26417,632,32006,60,High School,25,Unemployed,Divorced,0,Mortgage,305,0.167465236,1,2,0.222345638,0,Auto,0,26,27,7969,2468,19390,15294,2201.416667,0.714799068,3,4096,0.221006,0.258300198,955.0565123,0.572384379,0,53
6/16/2019,20,25531,445,41395,24,Bachelor,0,Unemployed,Single,1,Rent,482,0.226912172,5,2,0.137732639,0,Education,0,16,23,714,409,328423,4757,2127.583333,0.9101023,8,323666,0.293895,0.282804356,2278.028986,1.297260109,0,49
6/17/2019,39,58617,625,55682,60,High School,19,Employed,Single,3,Mortgage,625,0.207993695,1,1,0.790788052,0,Auto,0,22,18,1648,1142,42687,8259,4884.75,0.684263496,2,34428,0.248182,0.240345191,1602.973724,0.456108035,0,55
6/18/2019,25,26712,564,31838,36,Bachelor,2,Employed,Single,2,Own,912,0.506308184,1,0,0.279449664,0,Home,0,26,1,3826,6531,14192,42322,1328,0.838935699,3,10910,0.234838,0.241607083,1251.783656,1.629355162,0,59
6/19/2019,32,40310,544,23512,36,Master,11,Self-Employed,Single,0,Other,426,0.436514703,1,3,0.584894689,0,Other,0,26,24,859,385,47499,18706,3359.166667,0.931674203,9,28793,0.236512,0.260159379,947.5127005,0.408884952,0,63
6/20/2019,40,15000,566,35366,36,High School,19,Employed,Married,0,Own,582,0.370269412,3,1,0.097085064,0,Auto,0,17,13,19935,346,96623,78278,1250,0.919875202,7,18345,0.237366,0.22111222,1352.679324,1.547743459,0,52
6/21/2019,29,62164,567,28744,60,Doctorate,7,Employed,Married,2,Own,566,0.544006518,3,1,0.187391222,0,Auto,0,20,9,3809,318,54972,5271,5180.333333,0.869297588,10,49701,0.250244,0.200761026,762.7578596,0.256500455,1,41.6
6/22/2019,35,101205,506,24077,60,High School,14,Employed,Single,3,Rent,499,0.168229498,2,0,0.081508466,0,Auto,0,33,25,4761,1186,145502,13889,8433.75,0.827798056,1,131613,0.276077,0.248346053,704.3590938,0.142683752,1,35.2
6/23/2019,52,41332,565,28642,24,High School,25,Employed,Married,1,Rent,248,0.316648812,4,1,0.21715306,0,Other,0,31,8,14924,3507,18431,156844,3444.333333,0.79698649,5,8752,0.221142,0.211496745,1473.894332,0.499920932,0,54
6/24/2019,33,28122,483,10204,36,Master,12,Employed,Married,2,Rent,510,0.700297176,5,1,0.322589211,0,Other,0,30,13,2452,272,72120,139053,2343.5,0.773602252,1,10791,0.253704,0.260761965,411.5397824,0.393232252,0,58
6/25/2019,50,42964,514,14014,60,Bachelor,27,Employed,Married,2,Rent,561,0.054693899,4,1,0.143605116,0,Education,0,33,6,5928,696,79895,6291,3580.333333,0.912648338,6,73604,0.262014,0.295010532,449.1150318,0.282128768,0,50
6/26/2019,26,49548,504,34399,36,High School,3,Employed,Single,2,Mortgage,425,0.273606254,2,1,0.314413919,0,Debt Consolidation,0,20,15,2019,681,21562,62877,4129,0.785272079,5,4708,0.267399,0.280216791,1423.268972,0.447631139,0,55
6/27/2019,46,51051,584,11511,36,Master,23,Employed,Married,4,Other,235,0.353486704,1,0,0.091128618,0,Education,0,21,3,766,2025,116746,100689,4254.25,0.746539784,5,16057,0.204511,0.21034417,433.8811377,0.157226571,0,53
6/28/2019,57,75017,542,20510,48,Bachelor,34,Employed,Single,1,Rent,1445,0.38393293,2,1,0.313159333,0,Home,0,21,13,4279,1387,106143,6086,6251.416667,0.674397532,4,100057,0.24451,0.232762228,660.4835211,0.336801022,0,50
6/29/2019,18,26317,501,38059,120,High School,0,Employed,Married,2,Rent,223,0.092946605,1,3,0.270975218,0,Education,1,36,26,983,145,21478,75429,2193.083333,0.805477942,7,6179,0.342559,0.368520695,1200.638306,0.649149207,0,59
6/30/2019,30,28620,504,21662,60,Master,7,Employed,Single,4,Mortgage,389,0.389013491,3,0,0.277752463,0,Debt Consolidation,0,27,17,5290,2957,419060,29474,2385,0.818089767,6,389586,0.274662,0.284158483,679.9089844,0.448179868,0,48
7/1/2019,46,83580,541,8798,36,Associate,23,Employed,Single,0,Rent,414,0.143457883,1,1,0.359465353,1,Debt Consolidation,0,22,3,7601,1221,10329,10734,3664.5,0.765168415,4,2198,0.223298,0.215028011,333.7408456,0.204049896,0,67
7/2/2019,37,39872,557,42185,12,High School,14,Employed,Married,4,Rent,269,0.100879468,3,0,0.183344439,0,Auto,0,29,14,2017,766,17039,54378,3322.666667,0.767909422,4,9672,0.228685,0.237397307,3983.685071,1.279901205,0,50
7/3/2019,44,100980,643,36042,36,Master,22,Employed,Single,1,Mortgage,370,0.307251907,3,0,0.155401721,0,Education,0,21,23,4140,289,67560,42694,8415,0.7888157,8,24866,0.199542,0.182661247,1307.821339,0.199384592,1,36.8
7/4/2019,32,33300,592,37515,48,Bachelor,11,Employed,Married,0,Mortgage,387,0.147706858,6,3,0.276585878,0,Education,1,24,10,43404,270,281277,6164,2775,0.695052079,7,275113,0.236515,0.244130169,1231.639425,0.583293486,0,52
7/5/2019,41,65680,564,60369,72,Bachelor,19,Unemployed,Single,0,Rent,486,0.103078035,3,2,0.135050378,0,Auto,0,19,2,2261,1730,161242,124058,5473.333333,0.83958603,6,37184,0.293369,0.2346952,1569.940294,0.375628555,0,56
7/6/2019,38,48832,635,43903,60,Master,15,Employed,Single,3,Rent,580,0.023017217,3,1,0.378227468,0,Debt Consolidation,0,22,21,2097,7708,46623,6710,4069.333333,0.87993175,8,39913,0.231403,0.249845839,1288.214388,0.459095934,0,51
7/7/2019,54,274161,595,28413,60,Master,31,Employed,Single,2,Mortgage,206,0.507913566,3,1,0.510097993,0,Other,0,20,24,4054,7205,89696,4332,22846.75,0.891109358,3,85364,0.235913,0.202381244,756.5402747,0.042130293,1,44
7/8/2019,43,29315,548,36063,60,High School,20,Unemployed,Single,4,Mortgage,351,0.210405228,2,2,0.186669521,0,Auto,0,27,2,869,2760,32147,32069,2442.916667,0.745992954,5,4566,0.267063,0.2136504,983.0452271,0.546087079,0,59
7/9/2019,44,44780,585,35756,60,Master,22,Unemployed,Single,1,Rent,684,0.526597917,2,1,0.257475162,0,Other,0,28,21,827,1400,151595,27402,3731.666667,0.699984553,6,124193,0.248256,0.270299467,1092.46125,0.476050357,0,53
7/10/2019,35,24199,521,4920,24,Associate,13,Employed,Married,0,Rent,337,0.254098596,4,1,0.416181815,0,Home,0,22,29,18203,624,157363,57104,2016.583333,0.747025702,4,100259,0.21942,0.226773877,256.8893143,0.294502739,0,54
7/11/2019,34,112033,596,34995,60,Associate,13,Employed,Single,2,Other,308,0.153958672,2,1,0.641058635,0,Other,0,25,18,8724,1988,153981,9619,9336.083333,0.873906449,7,144362,0.241995,0.280609105,1090.884343,0.149836317,0,52
7/12/2019,34,115637,588,11315,60,Doctorate,11,Employed,Single,1,Own,259,0.52563693,3,2,0.574298753,0,Debt Consolidation,0,19,7,1755,2354,753438,47599,9636.416667,0.900901317,2,705839,0.222315,0.200654839,300.1907196,0.058028906,1,40.8
7/13/2019,44,43752,595,13313,48,Bachelor,22,Employed,Divorced,0,Own,457,0.264906951,4,1,0.4206973,0,Home,0,29,6,26174,473,82798,152395,3646,0.865529561,5,3140,0.210813,0.243479521,436.5930965,0.245088617,0,59
7/14/2019,34,84516,574,41178,72,Associate,11,Self-Employed,Single,0,Mortgage,769,0.133382665,6,0,0.077850452,0,Education,0,29,2,1427,915,29011,17053,7043,0.935650682,8,11958,0.269178,0.254937255,1121.726941,0.268454769,0,55
7/15/2019,43,63079,611,23063,84,Bachelor,18,Employed,Married,0,Other,449,0.440946499,6,2,0.198308956,0,Auto,0,19,26,1045,432,41600,21142,5256.583333,0.904772542,1,20458,0.242563,0.261166334,600.3282618,0.199621731,0,48
7/16/2019,64,86330,636,13066,60,Bachelor,43,Employed,Married,1,Mortgage,254,0.133720677,5,0,0.219486683,0,Debt Consolidation,0,27,19,812,242,34926,17411,7194.166667,0.7012364,6,17515,0.200066,0.165527218,321.5896798,0.080007832,1,37.6
7/17/2019,50,27549,571,26843,36,High School,26,Employed,Married,1,Rent,466,0.125659686,4,1,0.428573195,0,Other,0,22,1,1559,2765,33224,19487,2295.75,0.631341803,5,13737,0.226343,0.23912529,1051.895035,0.661176102,0,61
7/18/2019,36,65087,583,16824,72,Master,13,Employed,Single,0,Mortgage,695,0.360019494,4,1,0.549061575,0,Home,0,35,9,2463,702,122406,16042,5423.916667,0.667250991,7,106364,0.240324,0.233468571,436.2758764,0.208571766,1,44
7/19/2019,54,171153,548,19780,84,Master,27,Employed,Married,2,Mortgage,447,0.228828296,2,1,0.185095942,0,Home,0,20,3,4124,747,72517,24131,14262.75,0.695876492,5,48386,0.27078,0.273341016,530.5552661,0.068539045,1,40.8
7/20/2019,35,125795,540,14743,84,Bachelor,13,Employed,Single,4,Rent,714,0.099185964,2,1,0.088569645,0,Home,1,24,25,1365,3438,16813,94261,10482.91667,0.922507264,8,5729,0.269743,0.27562109,397.6542431,0.106044365,1,42.4
7/21/2019,18,64715,553,26826,96,Bachelor,0,Employed,Married,4,Own,586,0.134303685,4,3,0.215853873,0,Home,0,22,20,6103,822,100551,29674,5392.916667,0.619718428,7,70877,0.285326,0.337976354,811.9782643,0.259224896,0,49
7/22/2019,27,68021,547,25477,84,High School,4,Employed,Married,1,Own,311,0.220685094,3,0,0.197643508,0,Auto,0,25,23,3943,4788,14858,15215,5668.416667,0.799838957,7,10054,0.276977,0.235174701,620.9146088,0.164404747,0,50
7/23/2019,18,227026,570,21516,60,Master,0,Employed,Divorced,0,Rent,357,0.267175561,1,1,0.117210044,1,Debt Consolidation,0,20,27,1273,241,7370,17832,18918.83333,0.860527199,2,5641,0.241516,0.244145103,624.1590719,0.0518615,1,48
7/24/2019,35,73723,610,14338,60,Associate,14,Employed,Married,2,Rent,433,0.404939417,1,1,0.08804848,0,Debt Consolidation,0,11,12,3221,276,40141,29771,6143.583333,0.696326405,9,10370,0.214338,0.215228328,392.1198609,0.134305961,0,48
7/25/2019,40,28024,540,41317,24,High School,16,Employed,Married,1,Mortgage,175,0.566036982,6,0,0.366467778,0,Home,0,20,25,5969,581,30443,14300,2335.333333,0.703211923,3,16143,0.246317,0.23068766,2165.318724,1.002134766,0,57
7/26/2019,60,178505,624,27743,12,Doctorate,38,Employed,Single,3,Mortgage,1228,0.450348327,1,2,0.10457766,0,Debt Consolidation,0,28,1,2681,2148,266242,31409,14875.41667,0.744216995,6,234833,0.180743,0.190991334,2558.012712,0.254514734,1,36.8
7/27/2019,43,58472,568,21879,96,Master,25,Employed,Single,1,Mortgage,404,0.178955376,2,0,0.377394092,0,Debt Consolidation,0,29,6,9327,1481,102141,37940,4872.666667,0.87199383,5,64201,0.272879,0.218335389,483.7585749,0.182191526,1,42.4
7/28/2019,37,61529,462,27348,12,Bachelor,15,Unemployed,Single,2,Rent,176,0.216356127,5,1,0.516613811,0,Home,0,20,5,3831,1456,50814,10871,5127.416667,0.655445771,3,39943,0.261348,0.279248476,2638.240342,0.548861254,0,63
7/29/2019,49,45667,586,15832,48,High School,29,Employed,Divorced,5,Mortgage,775,0.067697702,2,0,0.215529408,0,Debt Consolidation,0,28,5,1052,3209,57755,19046,3805.583333,0.943089514,6,38709,0.217832,0.261291965,534.9638209,0.344221557,0,54
7/30/2019,18,29145,595,21836,72,High School,0,Self-Employed,Married,0,Mortgage,344,0.338508074,0,3,0.165909378,0,Education,0,27,5,2668,976,52769,35582,2428.75,0.902168994,5,17187,0.239336,0.25280581,591.9652951,0.385369138,0,57
7/31/2019,42,51631,522,21057,48,Associate,16,Employed,Single,1,Mortgage,575,0.23806988,4,0,0.268620034,0,Auto,0,25,14,5681,550,97876,90417,4302.583333,0.665653532,3,7459,0.255057,0.240064514,686.5719541,0.293212672,0,52
8/1/2019,49,90478,609,16052,84,Bachelor,25,Employed,Divorced,0,Mortgage,565,0.64747929,1,1,0.423490851,0,Home,0,29,9,773,2302,42029,8566,7539.833333,0.917694985,7,33463,0.236552,0.196980711,353.5414061,0.121825161,1,44
8/2/2019,22,68067,613,55965,96,Bachelor,0,Employed,Married,4,Other,810,0.314352161,3,1,0.143006448,0,Home,0,29,11,4342,435,118465,3401,5672.25,0.931751045,9,115064,0.284465,0.288694376,1499.42738,0.407144851,0,43
8/3/2019,53,82334,571,19842,36,Bachelor,32,Employed,Single,1,Own,689,0.405125073,5,1,0.299603864,0,Debt Consolidation,1,26,8,6367,695,223816,18895,6861.166667,0.916288799,6,204921,0.219342,0.198010282,735.389751,0.207601684,1,44
8/4/2019,44,41288,596,26599,60,Bachelor,22,Employed,Single,1,Mortgage,409,0.471962377,1,0,0.127785341,0,Other,0,25,27,1772,954,128130,26848,3440.666667,0.771298113,4,101282,0.233599,0.243309191,770.3167375,0.342758207,0,48
8/5/2019,35,18005,634,41900,12,Bachelor,15,Self-Employed,Single,4,Mortgage,432,0.126824767,2,1,0.454742853,1,Debt Consolidation,0,26,14,1210,601,135532,19389,1500.416667,0.727841613,5,116143,0.1899,0.20005666,3881.49942,2.874867706,0,65
8/6/2019,47,50061,614,32043,48,Master,26,Employed,Married,1,Mortgage,460,0.138919604,2,1,0.30155996,0,Home,0,24,28,5256,4552,98928,38903,4171.75,0.589158486,2,60025,0.220043,0.203839318,981.6467206,0.345573613,0,48
8/7/2019,67,87371,509,27722,72,Bachelor,46,Employed,Divorced,0,Rent,907,0.119350039,2,2,0.556465576,0,Education,0,20,25,1128,976,74454,7937,7280.916667,0.802625187,4,66517,0.288222,0.323591396,876.6029485,0.244969559,0,54
8/8/2019,42,18379,605,16635,36,Doctorate,22,Self-Employed,Divorced,2,Rent,556,0.285141038,4,1,0.294520717,0,Home,0,30,16,11150,205,73600,13311,1531.583333,0.852286586,2,60289,0.199135,0.174871714,597.1242402,0.752896832,0,52
8/9/2019,42,51726,549,28018,60,Master,17,Employed,Married,0,Mortgage,346,0.267159477,3,0,0.212944872,1,Debt Consolidation,0,23,12,632,214,58195,26878,4310.5,0.679992424,8,31317,0.258518,0.239758795,805.62865,0.267168229,0,64
8/10/2019,34,47633,610,19856,24,High School,16,Employed,Married,5,Rent,425,0.189618961,2,1,0.125068755,0,Education,0,28,4,1798,332,287756,9735,3969.416667,0.834517016,5,278021,0.189856,0.202035939,1012.563017,0.362159767,0,44
8/11/2019,29,25959,596,24977,72,Master,4,Employed,Married,4,Mortgage,199,0.394491644,2,1,0.29543084,0,Other,0,22,9,4686,614,46919,11023,2163.25,0.992160145,5,35896,0.241977,0.205519451,606.2876266,0.372258235,0,55
8/12/2019,49,72613,618,17923,36,High School,24,Employed,Divorced,3,Mortgage,745,0.292005768,3,2,0.383913454,0,Debt Consolidation,0,28,9,4716,159,37365,2067,6051.083333,0.855292545,9,35298,0.193923,0.217085215,681.7878284,0.235790477,0,52
8/13/2019,29,107380,600,15479,96,Doctorate,6,Employed,Single,2,Other,447,0.393957956,1,1,0.131640306,0,Auto,0,27,20,2593,6986,65458,9557,8948.333333,0.945877392,9,55901,0.250479,0.219508038,343.4108597,0.088330511,1,35.2
8/14/2019,40,170970,590,17011,120,Bachelor,20,Employed,Married,0,Other,948,0.228674218,4,1,0.244675367,0,Debt Consolidation,0,26,17,3617,839,152925,19627,14247.5,0.981330823,5,133298,0.277011,0.313661929,465.6984738,0.099224318,1,36.8
8/15/2019,34,62296,625,16758,12,Bachelor,15,Employed,Married,0,Other,267,0.488514258,2,0,0.050854025,0,Other,0,26,9,14410,79,16424,51147,5191.333333,0.830856431,5,8779,0.169258,0.155703114,1517.062276,0.343661669,1,39.2
8/16/2019,45,110989,593,9547,48,Associate,24,Employed,Single,1,Rent,428,0.101207751,8,0,0.208742409,0,Auto,1,21,24,4006,1488,47284,22265,9249.083333,0.737172902,4,25019,0.208047,0.209418924,295.3311892,0.078205717,1,44.8
8/17/2019,44,24270,584,34423,48,High School,20,Employed,Single,3,Rent,546,0.063839161,1,1,0.247189845,1,Auto,0,20,15,771,8221,20338,20514,2022.5,0.686798586,4,3256,0.237423,0.2541289,1149.309295,0.83822462,0,65
8/18/2019,52,37808,543,28006,36,High School,29,Unemployed,Divorced,0,Rent,575,0.053324489,0,2,0.145309513,0,Debt Consolidation,0,23,14,2158,3951,8380,86710,3150.666667,0.865583946,10,9426,0.241506,0.24445338,1105.314496,0.533320301,0,53
8/19/2019,33,73477,576,35572,48,Master,13,Self-Employed,Married,3,Own,515,0.236697826,2,1,0.454725901,0,Education,0,14,27,21314,3189,114417,9683,6123.083333,0.670146158,4,104734,0.242572,0.24553904,1170.632124,0.27529139,1,44
8/20/2019,36,30273,604,15092,48,Associate,11,Employed,Single,2,Own,467,0.305808189,5,2,0.488096435,0,Debt Consolidation,0,19,8,3454,3053,26231,27613,2522.75,0.73376261,9,9346,0.208092,0.206842605,464.775072,0.369348953,0,55
8/21/2019,28,45303,631,19237,48,Bachelor,2,Employed,Married,1,Own,439,0.260554341,2,1,0.591691576,0,Home,0,24,9,7693,4406,161358,26047,3775.25,0.824348287,6,135311,0.198737,0.201068458,586.4845412,0.271633545,0,53
8/22/2019,34,93598,540,18760,36,Master,12,Unemployed,Divorced,4,Rent,378,0.592188847,4,1,0.561973543,0,Auto,0,29,26,4096,5664,9760,3845,7799.833333,0.691485576,4,5915,0.23376,0.253782595,749.6525228,0.144573925,1,48.8
8/23/2019,44,43325,572,30431,60,High School,21,Employed,Married,2,Rent,270,0.35352638,1,0,0.681969818,0,Auto,0,20,25,817,466,14179,62030,3610.416667,0.780272739,6,7260,0.249431,0.228286305,854.8706903,0.311562569,0,59
8/24/2019,49,30386,586,9985,96,Bachelor,30,Employed,Single,0,Rent,1237,0.01929321,4,0,0.484793136,1,Education,0,22,21,23633,840,146289,75041,2532.166667,0.852881511,5,71248,0.251985,0.278222046,260.339853,0.591327527,0,66
8/25/2019,28,30694,597,24056,36,Associate,6,Employed,Single,1,Mortgage,258,0.307168011,2,2,0.164499218,0,Home,0,25,16,866,735,118208,105749,2557.833333,0.813318566,3,12459,0.210556,0.209359924,905.5210368,0.454885399,0,51
8/26/2019,50,40892,589,33052,60,High School,26,Employed,Married,2,Mortgage,176,0.138050441,1,0,0.248916806,0,Other,0,22,10,2284,388,34531,510771,3407.666667,0.791088345,7,6686,0.243552,0.253159622,976.2519422,0.338135168,0,52
8/27/2019,56,78126,604,36331,48,Master,33,Employed,Married,0,Other,745,0.036310904,1,1,0.291695801,0,Other,1,29,20,1282,193,174908,6430,6510.5,0.659604433,9,168478,0.229331,0.229950182,1164.362852,0.29327438,0,50
8/28/2019,44,39612,610,15354,48,Bachelor,23,Employed,Single,0,Rent,962,0.35168565,5,0,0.058329353,0,Education,0,25,5,13406,1221,58708,16967,3301,0.790815364,3,41741,0.205354,0.205892444,472.0616587,0.434432493,0,50
8/29/2019,62,15000,554,19053,72,High School,40,Employed,Married,4,Rent,813,0.318099551,2,1,0.065626992,0,Home,0,22,12,1995,6028,220369,37384,1250,0.748919187,6,182985,0.257053,0.254420025,518.4137072,1.065130966,0,48
8/30/2019,30,65391,551,20813,12,Bachelor,8,Employed,Married,0,Rent,515,0.110092699,5,1,0.113258883,0,Education,0,23,14,1799,1462,49546,32791,5449.25,0.860566394,5,16755,0.210313,0.176186618,1904.360501,0.443980456,0,49
8/31/2019,25,58653,451,31899,24,Master,3,Employed,Divorced,1,Rent,527,0.151785801,1,2,0.222727649,0,Debt Consolidation,0,18,6,810,1947,33095,10638,4887.75,0.766935664,10,22457,0.281399,0.289066052,1765.658847,0.469062216,0,53
